company|weight|sector|peer|value
A: Agilent Technologies|0.0009|Health Care|A: Agilent Technologies|1.0000001
A: Agilent Technologies|0.0009|Health Care|AVTR: Avantor|0.5318562
A: Agilent Technologies|0.0009|Health Care|CAH: Cardinal Health Inc|0.5114746
A: Agilent Technologies|0.0009|Health Care|ILMN: Illumina Inc|0.6301377
A: Agilent Technologies|0.0009|Health Care|LH: Laboratory Corp Of America Holdings|0.5723533
A: Agilent Technologies|0.0009|Health Care|LMNX: Luminex Corp |0.5022152
A: Agilent Technologies|0.0009|Health Care|MTD: Mettler-Toledo International|0.5082849
A: Agilent Technologies|0.0009|Health Care|PKI: PerkinElmer Inc|0.71668684
A: Agilent Technologies|0.0009|Health Care|QGEN: Qiagen NV|0.71939325
A: Agilent Technologies|0.0009|Health Care|TECH: Bio-Techne Corp|0.74541616
A: Agilent Technologies|0.0009|Health Care|TMO: Thermo Fisher Scientific Inc|0.7749788
A: Agilent Technologies|0.0009|Health Care|TXG: 10x Genomics Inc|0.74901676
A: Agilent Technologies|0.0009|Health Care|VCYT: Veracyte|0.55171484
AA: ALCOA CORP|0.0001|Materials|AA: ALCOA CORP|1.0
AA: ALCOA CORP|0.0001|Materials|BLL: Ball Corp|0.55178267
AA: ALCOA CORP|0.0001|Materials|HWM: Arconic Inc.|0.81556404
AA: ALCOA CORP|0.0001|Materials|RS: Reliance Steel And Aluminum Co|0.6919436
AAL: American Airlines Group|0.0002|Industrials|AAL: American Airlines Group|1.0000002
AAL: American Airlines Group|0.0002|Industrials|BA: Boeing Co|0.92314696
AAL: American Airlines Group|0.0002|Industrials|DAL: Delta Air Lines Inc (DE)|0.7371828
AAL: American Airlines Group|0.0002|Industrials|GE: General Electric Co|0.52301836
AAL: American Airlines Group|0.0002|Industrials|LUV: Southwest Airlines Co|0.93712455
AAL: American Airlines Group|0.0002|Industrials|SABR: Sabre Corp|0.54817545
AAL: American Airlines Group|0.0002|Industrials|SPR: Spirit AeroSystems Holdings Inc|0.87988645
AAL: American Airlines Group|0.0002|Industrials|TXT: Textron Inc|0.69118816
AAL: American Airlines Group|0.0002|Industrials|VSAT: Viasat Inc|0.57928574
AAON: Aaon Inc|0.0001|Industrials|AAON: Aaon Inc|1.0
AAON: Aaon Inc|0.0001|Industrials|AOS: AO Smith Corp.|0.54713446
AAON: Aaon Inc|0.0001|Industrials|AWK: American Water Works|0.54326415
AAON: Aaon Inc|0.0001|Industrials|ESE: Esco Technologies Inc|0.5132555
AAON: Aaon Inc|0.0001|Industrials|FELE: Franklin Electric Co Inc|0.67243695
AAON: Aaon Inc|0.0001|Industrials|PRMW: Cott Corp|0.50495124
AAON: Aaon Inc|0.0001|Industrials|ROL: Rollins Inc|0.54201096
AAON: Aaon Inc|0.0001|Industrials|SJW: SJW Corp|0.54627305
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|AAP: Advance Auto Parts Inc|0.9999999
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|AZO: AutoZone, Inc.|0.8376364
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|FND: Floor & Decor Holdings|0.76248825
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|GWW: WW Grainger Inc|0.51972556
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|HD: Home Depot Inc|0.7786056
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|INTU: Intuit|0.6003402
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|LOW: Lowe's Companies, Inc. |0.77539736
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|ORLY: O'Reilly Automotive|0.66905856
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|REZI: Resideo Technologies, Inc.|0.55378675
AAP: Advance Auto Parts Inc|0.0003|Consumer Discretionary|TSCO: Tractor Supply Co|0.5030382
AAPL: Apple Inc.|0.0538|Information Technology|AAPL: Apple Inc.|1.0
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|AAXN: Axon Enterprise, Inc.|0.99999994
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|CSOD: Cornerstone OnDemand, Inc.|0.6718714
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|FSLY: Fastly Inc.|0.68706846
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|IAC: IAC/InterActiveCorp|0.68376684
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|ROKU: Roku, Inc|0.6036786
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|TEAM: Atlassian|0.50930524
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|TWTR: Twitter Inc|0.5669023
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|YELP: Yelp Inc|0.5145483
AAXN: Axon Enterprise, Inc.|0.0002|Industrials|Z: Zillow Group (C shares)|0.5247587
ABBV: AbbVie Inc|0.0052|Health Care|ABBV: AbbVie Inc|1.0000002
ABBV: AbbVie Inc|0.0052|Health Care|ADPT: Adaptive Biotechnologies Corporation|0.61991334
ABBV: AbbVie Inc|0.0052|Health Care|ALLO: Allogene Therapeutics Inc|0.7772462
ABBV: AbbVie Inc|0.0052|Health Care|ALNY: Alnylam Pharmaceuticals, Inc.|0.8342881
ABBV: AbbVie Inc|0.0052|Health Care|ALXN: Alexion Pharmaceuticals Inc|0.8326131
ABBV: AbbVie Inc|0.0052|Health Care|AMGN: Amgen Inc|0.80282813
ABBV: AbbVie Inc|0.0052|Health Care|BIIB: Biogen Inc|0.9030322
ABBV: AbbVie Inc|0.0052|Health Care|BMRN: Biomarin Pharmaceutical Inc|0.76601404
ABBV: AbbVie Inc|0.0052|Health Care|BMY: Bristol-Myers Squibb Co|0.61145395
ABBV: AbbVie Inc|0.0052|Health Care|CCXI: ChemoCentryx Inc|0.8145196
ABBV: AbbVie Inc|0.0052|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.7927785
ABBV: AbbVie Inc|0.0052|Health Care|EXEL: Exelixis Inc|0.7884727
ABBV: AbbVie Inc|0.0052|Health Care|GILD: Gilead Sciences Inc|0.801225
ABBV: AbbVie Inc|0.0052|Health Care|GKOS: Glaukos|0.55108225
ABBV: AbbVie Inc|0.0052|Health Care|HZNP: Horizon Pharma PLC|0.6950798
ABBV: AbbVie Inc|0.0052|Health Care|IMMU: Immunomedics, Inc.|0.72844994
ABBV: AbbVie Inc|0.0052|Health Care|INCY: Incyte Corp|0.8486022
ABBV: AbbVie Inc|0.0052|Health Care|INSM: Insmed|0.7926064
ABBV: AbbVie Inc|0.0052|Health Care|IONS: Ionis Pharmaceuticals, Inc.|0.80644745
ABBV: AbbVie Inc|0.0052|Health Care|JAZZ: Jazz Pharmaceuticals|0.8886144
ABBV: AbbVie Inc|0.0052|Health Care|LGND: Ligand Pharmaceuticals Inc|0.6685243
ABBV: AbbVie Inc|0.0052|Health Care|LLY: Eli Lilly and Company|0.77686524
ABBV: AbbVie Inc|0.0052|Health Care|MRNA: Moderna, Inc.|0.5829922
ABBV: AbbVie Inc|0.0052|Health Care|MYL: Mylan N.V.|0.54507405
ABBV: AbbVie Inc|0.0052|Health Care|NBIX: Neurocrine Biosciences Inc|0.85129434
ABBV: AbbVie Inc|0.0052|Health Care|NVCR: NovoCure Limited|0.6149443
ABBV: AbbVie Inc|0.0052|Health Care|OPK: Opko Health|0.77234507
ABBV: AbbVie Inc|0.0052|Health Care|PFE: Pfizer Inc|0.6944781
ABBV: AbbVie Inc|0.0052|Health Care|REGN: Regeneron Pharmaceuticals|0.8704476
ABBV: AbbVie Inc|0.0052|Health Care|SGEN: Seattle Genetics Inc|0.5810738
ABBV: AbbVie Inc|0.0052|Health Care|SRPT: Sarepta Therapeutics|0.80551124
ABBV: AbbVie Inc|0.0052|Health Care|TGTX: TG Therapeutics Inc|0.85299164
ABBV: AbbVie Inc|0.0052|Health Care|TPTX: Turning Point Therapeutics Inc|0.7539262
ABBV: AbbVie Inc|0.0052|Health Care|UTHR: United Therapeutics Corporation|0.6860189
ABBV: AbbVie Inc|0.0052|Health Care|VRTX: Vertex Pharmaceuticals Inc|0.5946716
ABBV: AbbVie Inc|0.0052|Health Care|XNCR: Xencor Inc|0.7080666
ABC: AmerisourceBergen Corp|0.0005|Health Care|ABC: AmerisourceBergen Corp|1.0
ABC: AmerisourceBergen Corp|0.0005|Health Care|CAH: Cardinal Health Inc|0.7477023
ABC: AmerisourceBergen Corp|0.0005|Health Care|MCK: McKesson|0.90984905
ABC: AmerisourceBergen Corp|0.0005|Health Care|MGLN: Magellan Health Inc|0.5355344
ABC: AmerisourceBergen Corp|0.0005|Health Care|PRAH: PRA Health Services, Inc.|0.56988263
ABC: AmerisourceBergen Corp|0.0005|Health Care|SXT: Sensient Technologies Corp|0.567115
ABC: AmerisourceBergen Corp|0.0005|Health Care|WAT: Waters Corporation|0.6898041
ABC: AmerisourceBergen Corp|0.0005|Health Care|WBA: Walgreens Boots Alliance, Inc.|0.69867814
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|ABG: Asbury Automotive Group|1.0
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|APTV: Aptiv PLC|0.7735368
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|CPRT: Copart, Inc.|0.52836245
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|DAN: Dana Incorporated|0.58083516
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|KAR: KAR Auction Services, Inc|0.66757727
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|KMX: CarMax, Inc. |0.68213874
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|LAD: Lithia Motors|0.90178365
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|LEA: Lear Corporation |0.7225638
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|R: Ryder System Inc|0.76144415
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|TSLA: Tesla, Inc.|0.5718153
ABG: Asbury Automotive Group|0.0001|Consumer Discretionary|VC: Visteon|0.74411345
ABM: ABM Industries|0.0001|Industrials|ABM: ABM Industries|1.0
ABM: ABM Industries|0.0001|Industrials|AVLR: Avalara, Inc.|0.7041821
ABM: ABM Industries|0.0001|Industrials|AYX: Alteryx, Inc.|0.6279259
ABM: ABM Industries|0.0001|Industrials|HRC: Hill-Rom Holdings Inc|0.5611109
ABMD: Abiomed Inc|0.0004|Health Care|ABMD: Abiomed Inc|0.99999976
ABMD: Abiomed Inc|0.0004|Health Care|ADPT: Adaptive Biotechnologies Corporation|0.59999496
ABMD: Abiomed Inc|0.0004|Health Care|ALLO: Allogene Therapeutics Inc|0.5299378
ABMD: Abiomed Inc|0.0004|Health Care|ALNY: Alnylam Pharmaceuticals, Inc.|0.59138423
ABMD: Abiomed Inc|0.0004|Health Care|ALXN: Alexion Pharmaceuticals Inc|0.5745496
ABMD: Abiomed Inc|0.0004|Health Care|BMRN: Biomarin Pharmaceutical Inc|0.5150857
ABMD: Abiomed Inc|0.0004|Health Care|BSX: Boston Scientific|0.6694115
ABMD: Abiomed Inc|0.0004|Health Care|CCXI: ChemoCentryx Inc|0.5820367
ABMD: Abiomed Inc|0.0004|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.5041568
ABMD: Abiomed Inc|0.0004|Health Care|DVA: DaVita|0.6681679
ABMD: Abiomed Inc|0.0004|Health Care|EW: Edwards Lifesciences Corp|0.79288435
ABMD: Abiomed Inc|0.0004|Health Care|GKOS: Glaukos|0.63730216
ABMD: Abiomed Inc|0.0004|Health Care|HZNP: Horizon Pharma PLC|0.55269843
ABMD: Abiomed Inc|0.0004|Health Care|IMMU: Immunomedics, Inc.|0.57642376
ABMD: Abiomed Inc|0.0004|Health Care|INCY: Incyte Corp|0.51644516
ABMD: Abiomed Inc|0.0004|Health Care|INSM: Insmed|0.651493
ABMD: Abiomed Inc|0.0004|Health Care|INSP: Inspire Medical Systems, Inc.|0.6782512
ABMD: Abiomed Inc|0.0004|Health Care|JAZZ: Jazz Pharmaceuticals|0.61212593
ABMD: Abiomed Inc|0.0004|Health Care|LIVN: LivaNova PLC|0.7343915
ABMD: Abiomed Inc|0.0004|Health Care|MASI: Masimo Corp|0.67635375
ABMD: Abiomed Inc|0.0004|Health Care|MPW: Medical Properties Trust|0.50374764
ABMD: Abiomed Inc|0.0004|Health Care|NVCR: NovoCure Limited|0.6029305
ABMD: Abiomed Inc|0.0004|Health Care|OPK: Opko Health|0.6980689
ABMD: Abiomed Inc|0.0004|Health Care|PCRX: Pacira BioSciences, Inc.|0.54655266
ABMD: Abiomed Inc|0.0004|Health Care|PEN: Penumbra, Inc.|0.70637256
ABMD: Abiomed Inc|0.0004|Health Care|PINC: Premier, Inc.|0.61436135
ABMD: Abiomed Inc|0.0004|Health Care|RMD: Resmed Inc|0.62725157
ABMD: Abiomed Inc|0.0004|Health Care|SEM: Select Medical Holdings Corp|0.6109387
ABMD: Abiomed Inc|0.0004|Health Care|SRPT: Sarepta Therapeutics|0.5319979
ABMD: Abiomed Inc|0.0004|Health Care|STAA: Staar Surgical Co|0.6539939
ABMD: Abiomed Inc|0.0004|Health Care|TGTX: TG Therapeutics Inc|0.51057816
ABMD: Abiomed Inc|0.0004|Health Care|UTHR: United Therapeutics Corporation|0.7462074
ABT: Abbott Laboratories|0.0054|Health Care|ABT: Abbott Laboratories|0.99999994
ABT: Abbott Laboratories|0.0054|Health Care|DXCM: DexCom|0.70918405
ABT: Abbott Laboratories|0.0054|Health Care|HOLX: Hologic Inc|0.5228451
ABT: Abbott Laboratories|0.0054|Health Care|IDXX: IDEXX Laboratories Inc|0.50997746
ABT: Abbott Laboratories|0.0054|Health Care|LVGO: Livongo Health Inc|0.64199907
ABT: Abbott Laboratories|0.0054|Health Care|MDT: Medtronic PLC|0.59939945
ABT: Abbott Laboratories|0.0054|Health Care|PKI: PerkinElmer Inc|0.5319355
ABT: Abbott Laboratories|0.0054|Health Care|PODD: Insulet Corp|0.63656867
ABT: Abbott Laboratories|0.0054|Health Care|TECH: Bio-Techne Corp|0.5360907
ABT: Abbott Laboratories|0.0054|Health Care|TNDM: Tandem Diabetes Care Inc|0.6758495
ACA: Arcosa, Inc|0.0001|Industrials|ACA: Arcosa, Inc|1.0000002
ACA: Arcosa, Inc|0.0001|Industrials|CF: CF Industries Holdings Inc|0.5214989
ACA: Arcosa, Inc|0.0001|Industrials|GATX: GATX Corp|0.7201215
ACA: Arcosa, Inc|0.0001|Industrials|KEX: Kirby|0.80119705
ACA: Arcosa, Inc|0.0001|Industrials|TRN: Trinity Industries Inc|0.7380814
ACC: American Campus Communities Inc|0.0002|Real Estate|ACC: American Campus Communities Inc|1.0000001
ACC: American Campus Communities Inc|0.0002|Real Estate|ACHC: Acadia Healthcare Co Inc|0.54478514
ACC: American Campus Communities Inc|0.0002|Real Estate|AIV: Apartment Investment & Management Co|0.5368331
ACC: American Campus Communities Inc|0.0002|Real Estate|AVB: AvalonBay Communities Inc|0.6138186
ACC: American Campus Communities Inc|0.0002|Real Estate|COLD: Americold Realty Trust|0.7383525
ACC: American Campus Communities Inc|0.0002|Real Estate|CPT: Camden Property Trust|0.59950334
ACC: American Campus Communities Inc|0.0002|Real Estate|CUBE: CubeSmart|0.59113884
ACC: American Campus Communities Inc|0.0002|Real Estate|EQR: Equity Residential|0.66234285
ACC: American Campus Communities Inc|0.0002|Real Estate|EXR: Extra Space Storage Inc|0.6620306
ACC: American Campus Communities Inc|0.0002|Real Estate|HHC: The Howard Hughes Corp|0.5627872
ACC: American Campus Communities Inc|0.0002|Real Estate|HTA: Healthcare Trust of America Inc|0.58258885
ACC: American Campus Communities Inc|0.0002|Real Estate|INVH: Invitation Homes Inc.|0.7005226
ACC: American Campus Communities Inc|0.0002|Real Estate|KW: Kennedy-Wilson Holdings|0.5570428
ACC: American Campus Communities Inc|0.0002|Real Estate|NHI: National Health Investors Inc|0.5385335
ACC: American Campus Communities Inc|0.0002|Real Estate|NSA: National Storage Affiliates Trust|0.6430458
ACC: American Campus Communities Inc|0.0002|Real Estate|PEAK: HCP Inc|0.69970596
ACC: American Campus Communities Inc|0.0002|Real Estate|STAG: Stag Industrial Inc|0.71399856
ACC: American Campus Communities Inc|0.0002|Real Estate|UDR: UDR Inc|0.69531333
ACC: American Campus Communities Inc|0.0002|Real Estate|VTR: Ventas Inc|0.81357604
ACC: American Campus Communities Inc|0.0002|Real Estate|WRE: Washington Real Estate Investment Trust|0.602194
ACGL: Arch Capital Group Ltd|0.0004|Financials|ACGL: Arch Capital Group Ltd|1.0
ACGL: Arch Capital Group Ltd|0.0004|Financials|AIG: American International Group|0.89397305
ACGL: Arch Capital Group Ltd|0.0004|Financials|AIZ: Assurant Inc|0.62959945
ACGL: Arch Capital Group Ltd|0.0004|Financials|ALL: Allstate Corp|0.54450065
ACGL: Arch Capital Group Ltd|0.0004|Financials|CB: Chubb|0.8201479
ACGL: Arch Capital Group Ltd|0.0004|Financials|CINF: Cincinnati Financial Corp|0.6857231
ACGL: Arch Capital Group Ltd|0.0004|Financials|HIG: The Hartford Financial Services Group Inc|0.62366164
ACGL: Arch Capital Group Ltd|0.0004|Financials|MKL: Markel Corp|0.8944729
ACGL: Arch Capital Group Ltd|0.0004|Financials|NGHC: National General Holdings Corp|0.663322
ACGL: Arch Capital Group Ltd|0.0004|Financials|RE: Everest Re Group Ltd|0.96704054
ACGL: Arch Capital Group Ltd|0.0004|Financials|RNR: RenaissanceRe Holdings Ltd|0.8929512
ACGL: Arch Capital Group Ltd|0.0004|Financials|TRV: The Travelers Companies|0.780756
ACGL: Arch Capital Group Ltd|0.0004|Financials|WRB: WR Berkley Corp|0.9016211
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|ACC: American Campus Communities Inc|0.5447851
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|ACHC: Acadia Healthcare Co Inc|0.9999998
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|LEG: Leggett & Platt Inc|0.8509171
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|MASI: Masimo Corp|0.60730755
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|MPW: Medical Properties Trust|0.6894133
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|SEM: Select Medical Holdings Corp|0.65516996
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|THC: Tenet Healthcare Corp|0.535995
ACHC: Acadia Healthcare Co Inc|0.0001|Health Care|UHS: Universal Health Services|0.81613094
ACIA: Acacia Communications|0.0001|Information Technology|ACIA: Acacia Communications|1.0
ACIA: Acacia Communications|0.0001|Information Technology|ANET: Arista Networks Inc|0.846828
ACIA: Acacia Communications|0.0001|Information Technology|CIEN: CIENA Corp|0.52335966
ACIA: Acacia Communications|0.0001|Information Technology|CSCO: Cisco Systems Inc|0.51501787
ACIA: Acacia Communications|0.0001|Information Technology|FN: Fabrinet|0.55933595
ACIA: Acacia Communications|0.0001|Information Technology|IPHI: Inphi|0.92217463
ACIA: Acacia Communications|0.0001|Information Technology|JNPR: Juniper Networks Inc|0.66425115
ACIA: Acacia Communications|0.0001|Information Technology|LITE: Lumentum Holdings Inc|0.51231766
ACIA: Acacia Communications|0.0001|Information Technology|MTSI: MACOM Technology Solutions Holdings|0.8514448
ACIA: Acacia Communications|0.0001|Information Technology|MXL: MaxLinear|0.57256943
ACM: AECOM Technology|0.0002|Industrials|ACM: AECOM Technology|1.0000002
ACM: AECOM Technology|0.0002|Industrials|MMM: 3M Co|0.57574403
ACN: Accenture plc|0.0044|Information Technology|ACN: Accenture plc|0.99999976
ACN: Accenture plc|0.0044|Information Technology|BAH: Booz Allen Hamilton Holding Corporation|0.5352848
ACN: Accenture plc|0.0044|Information Technology|COUP: Coupa Software Incorporated|0.5978391
ADBE: Adobe Systems Inc.|0.0066|Information Technology|ADBE: Adobe Systems Inc.|1.0000001
ADBE: Adobe Systems Inc.|0.0066|Information Technology|ADSK: Autodesk|0.5492596
ADBE: Adobe Systems Inc.|0.0066|Information Technology|AYX: Alteryx, Inc.|0.51520026
ADBE: Adobe Systems Inc.|0.0066|Information Technology|BOX: Box, Inc.|0.51704943
ADBE: Adobe Systems Inc.|0.0066|Information Technology|CRM: salesforce.com|0.5453683
ADBE: Adobe Systems Inc.|0.0066|Information Technology|DDOG: Datadog, Inc.|0.5020604
ADBE: Adobe Systems Inc.|0.0066|Information Technology|GWRE: Guidewire Software Inc|0.57838285
ADBE: Adobe Systems Inc.|0.0066|Information Technology|NUAN: Nuance Communications Inc|0.585906
ADBE: Adobe Systems Inc.|0.0066|Information Technology|TDC: Teradata Corp|0.54335517
ADI: Analog Devices Inc|0.0013|Information Technology|ADI: Analog Devices Inc|0.9999998
ADI: Analog Devices Inc|0.0013|Information Technology|CREE: Cree Inc|0.6861554
ADI: Analog Devices Inc|0.0013|Information Technology|DIOD: Diodes Inc|0.6388588
ADI: Analog Devices Inc|0.0013|Information Technology|IDCC: InterDigital Inc|0.5075613
ADI: Analog Devices Inc|0.0013|Information Technology|MXIM: Maxim Integrated Products|0.71471584
ADI: Analog Devices Inc|0.0013|Information Technology|MXL: MaxLinear|0.5614995
ADI: Analog Devices Inc|0.0013|Information Technology|ON: ON Semiconductor Corp|0.59806514
ADI: Analog Devices Inc|0.0013|Information Technology|QCOM: Qualcomm Inc|0.5027587
ADI: Analog Devices Inc|0.0013|Information Technology|QRVO: Qorvo Inc|0.53654
ADI: Analog Devices Inc|0.0013|Information Technology|ROG: Rogers Corp|0.6664052
ADI: Analog Devices Inc|0.0013|Information Technology|SWKS: Skyworks Solutions Inc|0.62216735
ADI: Analog Devices Inc|0.0013|Information Technology|VSH: Vishay Intertechnology|0.53457403
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|ADM: Archer Daniels Midland Company|1.0000001
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|BG: Bunge Ltd|0.6295526
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|CMP: Compass Minerals International Inc|0.54508543
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|CTVA: Corteva Inc|0.7580302
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|DE: Deere & Co|0.5758061
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|FMC: FMC Corp|0.65457296
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|INGR: Ingredion|0.7832302
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|SAFM: Sanderson Farms Inc|0.75261354
ADM: Archer Daniels Midland Company|0.0007000000000000001|Consumer Staples|TSN: Tyson Foods Inc|0.54749894
ADP: Automatic Data Processing Inc|0.0018|Information Technology|ADP: Automatic Data Processing Inc|1.0000002
ADP: Automatic Data Processing Inc|0.0018|Information Technology|CDAY: Ceridian HCM Holding Inc.|0.7609418
ADP: Automatic Data Processing Inc|0.0018|Information Technology|HCSG: Healthcare Services Group Inc|0.61911595
ADP: Automatic Data Processing Inc|0.0018|Information Technology|NSP: Insperity Inc|0.5354573
ADP: Automatic Data Processing Inc|0.0018|Information Technology|ORCL: Oracle|0.7934032
ADP: Automatic Data Processing Inc|0.0018|Information Technology|PAYC: Paycom Software Inc|0.8531083
ADP: Automatic Data Processing Inc|0.0018|Information Technology|PAYX: Paychex, Inc.|0.87792623
ADP: Automatic Data Processing Inc|0.0018|Information Technology|WDAY: Workday, Inc.|0.6970126
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ABBV: AbbVie Inc|0.6199133
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ABMD: Abiomed Inc|0.599995
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ADPT: Adaptive Biotechnologies Corporation|0.99999994
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ALLO: Allogene Therapeutics Inc|0.8011484
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ALNY: Alnylam Pharmaceuticals, Inc.|0.68772817
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ALXN: Alexion Pharmaceuticals Inc|0.697644
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|AMGN: Amgen Inc|0.54500365
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|BIIB: Biogen Inc|0.62002414
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|BMRN: Biomarin Pharmaceutical Inc|0.63481814
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|CCXI: ChemoCentryx Inc|0.72506726
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.727042
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|DVA: DaVita|0.5298585
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|EW: Edwards Lifesciences Corp|0.58747035
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|EXAS: Exact Sciences Corp|0.5832257
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|EXEL: Exelixis Inc|0.6930601
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|GH: Guardant Health Inc|0.75513625
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|GILD: Gilead Sciences Inc|0.5921966
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|GKOS: Glaukos|0.5890901
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|HZNP: Horizon Pharma PLC|0.6222969
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|ILMN: Illumina Inc|0.69223845
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|IMMU: Immunomedics, Inc.|0.7382538
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|INCY: Incyte Corp|0.69706863
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|INSM: Insmed|0.690724
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|INSP: Inspire Medical Systems, Inc.|0.55158573
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|JAZZ: Jazz Pharmaceuticals|0.68064904
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|LGND: Ligand Pharmaceuticals Inc|0.58902353
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|LH: Laboratory Corp Of America Holdings|0.57430923
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|LLY: Eli Lilly and Company|0.5176422
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|MRNA: Moderna, Inc.|0.559113
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|NBIX: Neurocrine Biosciences Inc|0.6136976
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|NVCR: NovoCure Limited|0.76056576
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|OPK: Opko Health|0.82895815
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|QGEN: Qiagen NV|0.6366948
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|REGN: Regeneron Pharmaceuticals|0.7612004
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|SGEN: Seattle Genetics Inc|0.64569104
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|SRPT: Sarepta Therapeutics|0.7041353
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|TECH: Bio-Techne Corp|0.7081154
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|TGTX: TG Therapeutics Inc|0.673781
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|TPTX: Turning Point Therapeutics Inc|0.6435312
ADPT: Adaptive Biotechnologies Corporation|0.0001|Health Care|TXG: 10x Genomics Inc|0.6808217
